"","County","Month","Year","Clamaints"
"2329","EL DORADO","May",2010,7158
"2330","FRESNO","May",2010,43345
"2331","GLENN","May",2010,1137
"2332","HUMBOLDT","May",2010,3668
"2333","IMPERIAL","May",2010,16702
"2334","INYO","May",2010,504
"2335","KERN","May",2010,33572
"2336","KINGS","May",2010,5244
"2337","LAKE","May",2010,2900
"2338","LASSEN","May",2010,937
"2339","LOS ANGELES","May",2010,329323
"2340","MADERA","May",2010,6030
"2341","MARIN","May",2010,6051
"2342","MARIPOSA","May",2010,619
"2343","MENDOCINO","May",2010,2812
"2344","MERCED","May",2010,11777
"2345","MODOC","May",2010,273
"2346","MONO","May",2010,692
"2347","MONTEREY","May",2010,13301
"2348","NAPA","May",2010,4109
"2349","NEVADA","May",2010,3889
"2350","ORANGE","May",2010,99930
"2351","PLACER","May",2010,13375
"2352","PLUMAS","May",2010,971
"2353","RIVERSIDE","May",2010,88340
"2354","SACRAMENTO","May",2010,56706
"2355","SAN BENITO","May",2010,2745
"2356","SAN BERNARDINO","May",2010,80917
"2357","SAN DIEGO","May",2010,104525
"2358","SAN FRANCISCO","May",2010,28309
"2359","SAN JOAQUIN","May",2010,32336
"2360","SAN LUIS OBISPO","May",2010,7768
"2361","SAN MATEO","May",2010,20222
"2362","SANTA BARBARA","May",2010,10012
"2363","SANTA CLARA","May",2010,64924
"2364","SANTA CRUZ","May",2010,10288
"2365","SHASTA","May",2010,9158
"2366","SIERRA","May",2010,135
"2367","SISKIYOU","May",2010,1869
"2368","SOLANO","May",2010,16709
"2369","SONOMA","May",2010,17535
"2370","STANISLAUS","May",2010,26897
"2371","SUTTER","May",2010,5046
"2372","TEHAMA","May",2010,2458
"2373","TRINITY","May",2010,486
"2374","TULARE","May",2010,19524
"2375","TUOLUMNE","May",2010,2307
"2376","VENTURA","May",2010,28295
"2377","YOLO","May",2010,6512
"2378","YUBA","May",2010,3407
"2379","ALAMEDA","Jun",2010,56618
"2380","ALPINE","Jun",2010,37
"2381","AMADOR","Jun",2010,1418
"2382","BUTTE","Jun",2010,8249
"2383","CALAVERAS","Jun",2010,1868
"2384","COLUSA","Jun",2010,1075
"2385","CONTRA COSTA","Jun",2010,36287
"2386","DEL NORTE","Jun",2010,791
"2387","EL DORADO","Jun",2010,6772
"2388","FRESNO","Jun",2010,40521
"2389","GLENN","Jun",2010,1119
"2390","HUMBOLDT","Jun",2010,3433
"2391","IMPERIAL","Jun",2010,16119
"2392","INYO","Jun",2010,477
"2393","KERN","Jun",2010,31106
"2394","KINGS","Jun",2010,4993
"2395","LAKE","Jun",2010,2668
"2396","LASSEN","Jun",2010,838
"2397","LOS ANGELES","Jun",2010,322034
"2398","MADERA","Jun",2010,5564
"2399","MARIN","Jun",2010,5872
"2400","MARIPOSA","Jun",2010,520
"2401","MENDOCINO","Jun",2010,2608
"2402","MERCED","Jun",2010,11261
"2403","MODOC","Jun",2010,231
"2404","MONO","Jun",2010,599
"2405","MONTEREY","Jun",2010,11851
"2406","NAPA","Jun",2010,4011
"2407","NEVADA","Jun",2010,3601
"2408","ORANGE","Jun",2010,97140
"2409","PLACER","Jun",2010,12932
"2410","PLUMAS","Jun",2010,757
"2411","RIVERSIDE","Jun",2010,86436
"2412","SACRAMENTO","Jun",2010,55643
"2413","SAN BENITO","Jun",2010,2519
"2414","SAN BERNARDINO","Jun",2010,79712
"2415","SAN DIEGO","Jun",2010,102603
"2416","SAN FRANCISCO","Jun",2010,28025
"2417","SAN JOAQUIN","Jun",2010,31380
"2418","SAN LUIS OBISPO","Jun",2010,7518
"2419","SAN MATEO","Jun",2010,19821
"2420","SANTA BARBARA","Jun",2010,9654
"2421","SANTA CLARA","Jun",2010,62215
"2422","SANTA CRUZ","Jun",2010,8901
"2423","SHASTA","Jun",2010,8488
"2424","SIERRA","Jun",2010,104
"2425","SISKIYOU","Jun",2010,1661
"2426","SOLANO","Jun",2010,16565
"2427","SONOMA","Jun",2010,17002
"2428","STANISLAUS","Jun",2010,25287
"2429","SUTTER","Jun",2010,4656
"2430","TEHAMA","Jun",2010,2161
"2431","TRINITY","Jun",2010,437
"2432","TULARE","Jun",2010,18315
"2433","TUOLUMNE","Jun",2010,2080
"2434","VENTURA","Jun",2010,27421
"2435","YOLO","Jun",2010,6184
"2436","YUBA","Jun",2010,3257
"2437","ALAMEDA","Jul",2010,56375
"2438","ALPINE","Jul",2010,38
"2439","AMADOR","Jul",2010,1362
"2440","BUTTE","Jul",2010,8043
"2441","CALAVERAS","Jul",2010,1870
"2442","COLUSA","Jul",2010,865
"2443","CONTRA COSTA","Jul",2010,35924
"2444","DEL NORTE","Jul",2010,740
"2445","EL DORADO","Jul",2010,6456
"2446","FRESNO","Jul",2010,39313
"2447","GLENN","Jul",2010,1091
"2448","HUMBOLDT","Jul",2010,3227
"2449","IMPERIAL","Jul",2010,17512
"2450","INYO","Jul",2010,483
"2451","KERN","Jul",2010,30122
"2452","KINGS","Jul",2010,4696
"2453","LAKE","Jul",2010,2643
"2454","LASSEN","Jul",2010,773
"2455","LOS ANGELES","Jul",2010,328028
"2456","MADERA","Jul",2010,5462
"2457","MARIN","Jul",2010,5722
"2458","MARIPOSA","Jul",2010,498
"2459","MENDOCINO","Jul",2010,2481
"2460","MERCED","Jul",2010,10863
"2461","MODOC","Jul",2010,221
"2462","MONO","Jul",2010,480
"2463","MONTEREY","Jul",2010,11296
"2464","NAPA","Jul",2010,3853
"2465","NEVADA","Jul",2010,3409
"2466","ORANGE","Jul",2010,96124
"2467","PLACER","Jul",2010,12581
"2468","PLUMAS","Jul",2010,699
"2469","RIVERSIDE","Jul",2010,88840
"2470","SACRAMENTO","Jul",2010,55802
"2471","SAN BENITO","Jul",2010,2333
"2472","SAN BERNARDINO","Jul",2010,79792
"2473","SAN DIEGO","Jul",2010,102188
"2474","SAN FRANCISCO","Jul",2010,27466
"2475","SAN JOAQUIN","Jul",2010,31927
"2476","SAN LUIS OBISPO","Jul",2010,7429
"2477","SAN MATEO","Jul",2010,19437
"2478","SANTA BARBARA","Jul",2010,9613
"2479","SANTA CLARA","Jul",2010,60184
"2480","SANTA CRUZ","Jul",2010,8536
"2481","SHASTA","Jul",2010,8169
"2482","SIERRA","Jul",2010,84
"2483","SISKIYOU","Jul",2010,1556
"2484","SOLANO","Jul",2010,16119
"2485","SONOMA","Jul",2010,16393
"2486","STANISLAUS","Jul",2010,24868
"2487","SUTTER","Jul",2010,4081
"2488","TEHAMA","Jul",2010,2164
"2489","TRINITY","Jul",2010,404
"2490","TULARE","Jul",2010,19116
"2491","TUOLUMNE","Jul",2010,1989
"2492","VENTURA","Jul",2010,28667
"2493","YOLO","Jul",2010,6102
"2494","YUBA","Jul",2010,3234
"2495","ALAMEDA","Aug",2010,55930
"2496","ALPINE","Aug",2010,36
"2497","AMADOR","Aug",2010,1328
"2498","BUTTE","Aug",2010,7557
"2499","CALAVERAS","Aug",2010,1826
"2500","COLUSA","Aug",2010,664
"2501","CONTRA COSTA","Aug",2010,35522
"2502","DEL NORTE","Aug",2010,725
"2503","EL DORADO","Aug",2010,6261
"2504","FRESNO","Aug",2010,36793
"2505","GLENN","Aug",2010,1174
"2506","HUMBOLDT","Aug",2010,3168
"2507","IMPERIAL","Aug",2010,17696
"2508","INYO","Aug",2010,475
"2509","KERN","Aug",2010,27617
"2510","KINGS","Aug",2010,4133
"2511","LAKE","Aug",2010,2603
"2512","LASSEN","Aug",2010,711
"2513","LOS ANGELES","Aug",2010,324748
"2514","MADERA","Aug",2010,5088
"2515","MARIN","Aug",2010,5680
"2516","MARIPOSA","Aug",2010,501
"2517","MENDOCINO","Aug",2010,2424
"2518","MERCED","Aug",2010,9672
"2519","MODOC","Aug",2010,216
"2520","MONO","Aug",2010,460
"2521","MONTEREY","Aug",2010,11117
"2522","NAPA","Aug",2010,3868
"2523","NEVADA","Aug",2010,3298
"2524","ORANGE","Aug",2010,94930
"2525","PLACER","Aug",2010,12345
"2526","PLUMAS","Aug",2010,660
"2527","RIVERSIDE","Aug",2010,88878
"2528","SACRAMENTO","Aug",2010,54919
"2529","SAN BENITO","Aug",2010,2163
"2530","SAN BERNARDINO","Aug",2010,78397
"2531","SAN DIEGO","Aug",2010,101534
"2532","SAN FRANCISCO","Aug",2010,27450
"2533","SAN JOAQUIN","Aug",2010,30376
"2534","SAN LUIS OBISPO","Aug",2010,7194
"2535","SAN MATEO","Aug",2010,19063
"2536","SANTA BARBARA","Aug",2010,9739
"2537","SANTA CLARA","Aug",2010,59401
"2538","SANTA CRUZ","Aug",2010,8376
"2539","SHASTA","Aug",2010,7858
"2540","SIERRA","Aug",2010,78
"2541","SISKIYOU","Aug",2010,1535
"2542","SOLANO","Aug",2010,15726
"2543","SONOMA","Aug",2010,16339
"2544","STANISLAUS","Aug",2010,22483
"2545","SUTTER","Aug",2010,3436
"2546","TEHAMA","Aug",2010,2112
"2547","TRINITY","Aug",2010,365
"2548","TULARE","Aug",2010,17613
"2549","TUOLUMNE","Aug",2010,1958
"2550","VENTURA","Aug",2010,28645
"2551","YOLO","Aug",2010,5726
"2552","YUBA","Aug",2010,2956
"2553","ALAMEDA","Sep",2010,53171
"2554","ALPINE","Sep",2010,31
"2555","AMADOR","Sep",2010,1357
"2556","BUTTE","Sep",2010,6979
"2557","CALAVERAS","Sep",2010,1750
"2558","COLUSA","Sep",2010,644
"2559","CONTRA COSTA","Sep",2010,33998
"2560","DEL NORTE","Sep",2010,670
"2561","EL DORADO","Sep",2010,6122
"2562","FRESNO","Sep",2010,35435
"2563","GLENN","Sep",2010,886
"2564","HUMBOLDT","Sep",2010,2893
"2565","IMPERIAL","Sep",2010,17255
"2566","INYO","Sep",2010,454
"2567","KERN","Sep",2010,26380
"2568","KINGS","Sep",2010,3952
"2569","LAKE","Sep",2010,2543
"2570","LASSEN","Sep",2010,674
"2571","LOS ANGELES","Sep",2010,305970
"2572","MADERA","Sep",2010,4579
"2573","MARIN","Sep",2010,5379
"2574","MARIPOSA","Sep",2010,500
"2575","MENDOCINO","Sep",2010,2298
"2576","MERCED","Sep",2010,8553
"2577","MODOC","Sep",2010,206
"2578","MONO","Sep",2010,517
"2579","MONTEREY","Sep",2010,10722
"2580","NAPA","Sep",2010,3765
"2581","NEVADA","Sep",2010,3115
"2582","ORANGE","Sep",2010,91111
"2583","PLACER","Sep",2010,11783
"2584","PLUMAS","Sep",2010,651
"2585","RIVERSIDE","Sep",2010,85641
"2586","SACRAMENTO","Sep",2010,53593
"2587","SAN BENITO","Sep",2010,2094
"2588","SAN BERNARDINO","Sep",2010,75984
"2589","SAN DIEGO","Sep",2010,98310
"2590","SAN FRANCISCO","Sep",2010,25864
"2591","SAN JOAQUIN","Sep",2010,29697
"2592","SAN LUIS OBISPO","Sep",2010,6824
"2593","SAN MATEO","Sep",2010,18180
"2594","SANTA BARBARA","Sep",2010,9583
"2595","SANTA CLARA","Sep",2010,56990
"2596","SANTA CRUZ","Sep",2010,7953
"2597","SHASTA","Sep",2010,7813
"2598","SIERRA","Sep",2010,87
"2599","SISKIYOU","Sep",2010,1503
"2600","SOLANO","Sep",2010,15391
"2601","SONOMA","Sep",2010,15231
"2602","STANISLAUS","Sep",2010,21191
"2603","SUTTER","Sep",2010,3365
"2604","TEHAMA","Sep",2010,1889
"2605","TRINITY","Sep",2010,381
"2606","TULARE","Sep",2010,16751
"2607","TUOLUMNE","Sep",2010,1885
"2608","VENTURA","Sep",2010,27501
"2609","YOLO","Sep",2010,5492
"2610","YUBA","Sep",2010,2841
"2611","ALAMEDA","Oct",2010,52498
"2612","ALPINE","Oct",2010,35
"2613","AMADOR","Oct",2010,1340
"2614","BUTTE","Oct",2010,7222
"2615","CALAVERAS","Oct",2010,1768
"2616","COLUSA","Oct",2010,712
"2617","CONTRA COSTA","Oct",2010,33641
"2618","DEL NORTE","Oct",2010,727
"2619","EL DORADO","Oct",2010,6207
"2620","FRESNO","Oct",2010,39291
"2621","GLENN","Oct",2010,804
"2622","HUMBOLDT","Oct",2010,2932
"2623","IMPERIAL","Oct",2010,16982
"2624","INYO","Oct",2010,481
"2625","KERN","Oct",2010,26819
"2626","KINGS","Oct",2010,4773
"2627","LAKE","Oct",2010,2629
"2628","LASSEN","Oct",2010,724
"2629","LOS ANGELES","Oct",2010,300219
"2630","MADERA","Oct",2010,5071
"2631","MARIN","Oct",2010,5386
"2632","MARIPOSA","Oct",2010,526
"2633","MENDOCINO","Oct",2010,2269
"2634","MERCED","Oct",2010,8886
"2635","MODOC","Oct",2010,227
"2636","MONO","Oct",2010,618
"2637","MONTEREY","Oct",2010,11180
"2638","NAPA","Oct",2010,3579
"2639","NEVADA","Oct",2010,3146
"2640","ORANGE","Oct",2010,89396
"2641","PLACER","Oct",2010,11719
"2642","PLUMAS","Oct",2010,708
"2643","RIVERSIDE","Oct",2010,84431
"2644","SACRAMENTO","Oct",2010,53044
"2645","SAN BENITO","Oct",2010,2066
"2646","SAN BERNARDINO","Oct",2010,75152
"2647","SAN DIEGO","Oct",2010,98030
"2648","SAN FRANCISCO","Oct",2010,26198
"2649","SAN JOAQUIN","Oct",2010,30198
"2650","SAN LUIS OBISPO","Oct",2010,6668
"2651","SAN MATEO","Oct",2010,17885
"2652","SANTA BARBARA","Oct",2010,9750
"2653","SANTA CLARA","Oct",2010,55730
"2654","SANTA CRUZ","Oct",2010,8370
"2655","SHASTA","Oct",2010,7823
"2656","SIERRA","Oct",2010,100
"2657","SISKIYOU","Oct",2010,1611
"2658","SOLANO","Oct",2010,15071
"2659","SONOMA","Oct",2010,14905
"2660","STANISLAUS","Oct",2010,22372
"2661","SUTTER","Oct",2010,3645
"2662","TEHAMA","Oct",2010,1807
"2663","TRINITY","Oct",2010,405
"2664","TULARE","Oct",2010,18151
"2665","TUOLUMNE","Oct",2010,1924
"2666","VENTURA","Oct",2010,26777
"2667","YOLO","Oct",2010,5675
"2668","YUBA","Oct",2010,2847
"2669","ALAMEDA","Nov",2010,51721
"2670","ALPINE","Nov",2010,37
"2671","AMADOR","Nov",2010,1380
"2672","BUTTE","Nov",2010,7722
"2673","CALAVERAS","Nov",2010,1863
"2674","COLUSA","Nov",2010,1304
"2675","CONTRA COSTA","Nov",2010,33213
"2676","DEL NORTE","Nov",2010,795
"2677","EL DORADO","Nov",2010,6560
"2678","FRESNO","Nov",2010,43186
"2679","GLENN","Nov",2010,946
"2680","HUMBOLDT","Nov",2010,3326
"2681","IMPERIAL","Nov",2010,15497
"2682","INYO","Nov",2010,521
"2683","KERN","Nov",2010,29764
"2684","KINGS","Nov",2010,5255
"2685","LAKE","Nov",2010,2847
"2686","LASSEN","Nov",2010,849
"2687","LOS ANGELES","Nov",2010,294639
"2688","MADERA","Nov",2010,5727
"2689","MARIN","Nov",2010,5388
"2690","MARIPOSA","Nov",2010,672
"2691","MENDOCINO","Nov",2010,2622
"2692","MERCED","Nov",2010,11280
"2693","MODOC","Nov",2010,292
"2694","MONO","Nov",2010,665
"2695","MONTEREY","Nov",2010,14292
"2696","NAPA","Nov",2010,4147
"2697","NEVADA","Nov",2010,3405
"2698","ORANGE","Nov",2010,87769
"2699","PLACER","Nov",2010,12059
"2700","PLUMAS","Nov",2010,921
"2701","RIVERSIDE","Nov",2010,81679
"2702","SACRAMENTO","Nov",2010,53924
"2703","SAN BENITO","Nov",2010,2402
"2704","SAN BERNARDINO","Nov",2010,73826
"2705","SAN DIEGO","Nov",2010,96642
"2706","SAN FRANCISCO","Nov",2010,25768
"2707","SAN JOAQUIN","Nov",2010,32425
"2708","SAN LUIS OBISPO","Nov",2010,6983
"2709","SAN MATEO","Nov",2010,17506
"2710","SANTA BARBARA","Nov",2010,10436
"2711","SANTA CLARA","Nov",2010,54667
"2712","SANTA CRUZ","Nov",2010,10691
"2713","SHASTA","Nov",2010,8378
"2714","SIERRA","Nov",2010,121
"2715","SISKIYOU","Nov",2010,1970
"2716","SOLANO","Nov",2010,15442
"2717","SONOMA","Nov",2010,15369
"2718","STANISLAUS","Nov",2010,24353
"2719","SUTTER","Nov",2010,4387
"2720","TEHAMA","Nov",2010,2021
"2721","TRINITY","Nov",2010,511
"2722","TULARE","Nov",2010,19031
"2723","TUOLUMNE","Nov",2010,2048
"2724","VENTURA","Nov",2010,27197
"2725","YOLO","Nov",2010,6453
"2726","YUBA","Nov",2010,3056
"2727","ALAMEDA","Dec",2010,51005
"2728","ALPINE","Dec",2010,26
"2729","AMADOR","Dec",2010,1437
"2730","BUTTE","Dec",2010,8293
"2731","CALAVERAS","Dec",2010,1967
"2732","COLUSA","Dec",2010,1751
"2733","CONTRA COSTA","Dec",2010,33303
"2734","DEL NORTE","Dec",2010,806
"2735","EL DORADO","Dec",2010,6659
"2736","FRESNO","Dec",2010,45285
"2737","GLENN","Dec",2010,1237
"2738","HUMBOLDT","Dec",2010,3615
"2739","IMPERIAL","Dec",2010,13107
"2740","INYO","Dec",2010,534
"2741","KERN","Dec",2010,34092
"2742","KINGS","Dec",2010,5652
"2743","LAKE","Dec",2010,3018
"2744","LASSEN","Dec",2010,992
"2745","LOS ANGELES","Dec",2010,290417
"2746","MADERA","Dec",2010,6284
"2747","MARIN","Dec",2010,5348
"2748","MARIPOSA","Dec",2010,756
"2749","MENDOCINO","Dec",2010,2833
"2750","MERCED","Dec",2010,12768
"2751","MODOC","Dec",2010,322
"2752","MONO","Dec",2010,456
"2753","MONTEREY","Dec",2010,20888
"2754","NAPA","Dec",2010,4642
"2755","NEVADA","Dec",2010,3317
"2756","ORANGE","Dec",2010,85636
"2757","PLACER","Dec",2010,12151
"2758","PLUMAS","Dec",2010,1088
"2759","RIVERSIDE","Dec",2010,80173
"2760","SACRAMENTO","Dec",2010,55057
"2761","SAN BENITO","Dec",2010,2712
"2762","SAN BERNARDINO","Dec",2010,72824
"2763","SAN DIEGO","Dec",2010,95306
"2764","SAN FRANCISCO","Dec",2010,25048
"2765","SAN JOAQUIN","Dec",2010,34233
"2766","SAN LUIS OBISPO","Dec",2010,7202
"2767","SAN MATEO","Dec",2010,17101
"2768","SANTA BARBARA","Dec",2010,11403
"2769","SANTA CLARA","Dec",2010,53748
"2770","SANTA CRUZ","Dec",2010,12226
"2771","SHASTA","Dec",2010,8901
"2772","SIERRA","Dec",2010,145
"2773","SISKIYOU","Dec",2010,2254
"2774","SOLANO","Dec",2010,15910
"2775","SONOMA","Dec",2010,15826
"2776","STANISLAUS","Dec",2010,25782
"2777","SUTTER","Dec",2010,5072
"2778","TEHAMA","Dec",2010,2234
"2779","TRINITY","Dec",2010,555
"2780","TULARE","Dec",2010,21922
"2781","TUOLUMNE","Dec",2010,2142
"2782","VENTURA","Dec",2010,27322
"2783","YOLO","Dec",2010,7095
"2784","YUBA","Dec",2010,3369
"2785","ALAMEDA","Jan",2011,51528
"2786","ALPINE","Jan",2011,28
"2787","AMADOR","Jan",2011,1484
"2788","BUTTE","Jan",2011,8754
"2789","CALAVERAS","Jan",2011,2007
"2790","COLUSA","Jan",2011,2039
"2791","CONTRA COSTA","Jan",2011,33796
"2792","DEL NORTE","Jan",2011,804
"2793","EL DORADO","Jan",2011,6729
"2794","FRESNO","Jan",2011,48040
"2795","GLENN","Jan",2011,1388
"2796","HUMBOLDT","Jan",2011,3991
"2797","IMPERIAL","Jan",2011,12401
"2798","INYO","Jan",2011,565
"2799","KERN","Jan",2011,35130
"2800","KINGS","Jan",2011,6160
"2801","LAKE","Jan",2011,3137
"2802","LASSEN","Jan",2011,1115
"2803","LOS ANGELES","Jan",2011,293787
"2804","MADERA","Jan",2011,6476
"2805","MARIN","Jan",2011,5510
"2806","MARIPOSA","Jan",2011,809
"2807","MENDOCINO","Jan",2011,3005
"2808","MERCED","Jan",2011,13838
"2809","MODOC","Jan",2011,371
"2810","MONO","Jan",2011,365
"2811","MONTEREY","Jan",2011,22162
"2812","NAPA","Jan",2011,4701
"2813","NEVADA","Jan",2011,3365
"2814","ORANGE","Jan",2011,85379
"2815","PLACER","Jan",2011,12312
"2816","PLUMAS","Jan",2011,1214
"2817","RIVERSIDE","Jan",2011,80254
"2818","SACRAMENTO","Jan",2011,55785
"2819","SAN BENITO","Jan",2011,2864
"2820","SAN BERNARDINO","Jan",2011,73548
"2821","SAN DIEGO","Jan",2011,96996
"2822","SAN FRANCISCO","Jan",2011,26008
"2823","SAN JOAQUIN","Jan",2011,34804
"2824","SAN LUIS OBISPO","Jan",2011,7480
"2825","SAN MATEO","Jan",2011,17189
"2826","SANTA BARBARA","Jan",2011,11610
"2827","SANTA CLARA","Jan",2011,53434
"2828","SANTA CRUZ","Jan",2011,13067
"2829","SHASTA","Jan",2011,9309
"2830","SIERRA","Jan",2011,161
"2831","SISKIYOU","Jan",2011,2431
"2832","SOLANO","Jan",2011,16256
"2833","SONOMA","Jan",2011,16337
"2834","STANISLAUS","Jan",2011,26822
"2835","SUTTER","Jan",2011,5134
"2836","TEHAMA","Jan",2011,2476
"2837","TRINITY","Jan",2011,624
"2838","TULARE","Jan",2011,22657
"2839","TUOLUMNE","Jan",2011,2243
"2840","VENTURA","Jan",2011,27697
"2841","YOLO","Jan",2011,7423
"2842","YUBA","Jan",2011,3510
"2843","ALAMEDA","Feb",2011,49681
"2844","ALPINE","Feb",2011,28
"2845","AMADOR","Feb",2011,1401
"2846","BUTTE","Feb",2011,8352
"2847","CALAVERAS","Feb",2011,1924
"2848","COLUSA","Feb",2011,1930
"2849","CONTRA COSTA","Feb",2011,33091
"2850","DEL NORTE","Feb",2011,788
"2851","EL DORADO","Feb",2011,6563
"2852","FRESNO","Feb",2011,46990
"2853","GLENN","Feb",2011,1294
"2854","HUMBOLDT","Feb",2011,3668
"2855","IMPERIAL","Feb",2011,12053
"2856","INYO","Feb",2011,582
"2857","KERN","Feb",2011,34714
"2858","KINGS","Feb",2011,6141
"2859","LAKE","Feb",2011,2991
"2860","LASSEN","Feb",2011,1063
"2861","LOS ANGELES","Feb",2011,286131
"2862","MADERA","Feb",2011,6327
"2863","MARIN","Feb",2011,5218
"2864","MARIPOSA","Feb",2011,811
"2865","MENDOCINO","Feb",2011,2956
"2866","MERCED","Feb",2011,13806
"2867","MODOC","Feb",2011,363
"2868","MONO","Feb",2011,376
"2869","MONTEREY","Feb",2011,21616
"2870","NAPA","Feb",2011,4475
"2871","NEVADA","Feb",2011,3242
"2872","ORANGE","Feb",2011,83459
"2873","PLACER","Feb",2011,11940
"2874","PLUMAS","Feb",2011,1206
"2875","RIVERSIDE","Feb",2011,78437
"2876","SACRAMENTO","Feb",2011,54176
"2877","SAN BENITO","Feb",2011,2904
"2878","SAN BERNARDINO","Feb",2011,71051
"2879","SAN DIEGO","Feb",2011,94421
"2880","SAN FRANCISCO","Feb",2011,24963
"2881","SAN JOAQUIN","Feb",2011,34139
"2882","SAN LUIS OBISPO","Feb",2011,7217
"2883","SAN MATEO","Feb",2011,16829
"2884","SANTA BARBARA","Feb",2011,11210
"2885","SANTA CLARA","Feb",2011,51991
"2886","SANTA CRUZ","Feb",2011,12810
"2887","SHASTA","Feb",2011,8928
"2888","SIERRA","Feb",2011,155
"2889","SISKIYOU","Feb",2011,2352
"2890","SOLANO","Feb",2011,15942
"2891","SONOMA","Feb",2011,15869
"2892","STANISLAUS","Feb",2011,26344
"2893","SUTTER","Feb",2011,5355
"2894","TEHAMA","Feb",2011,2445
"2895","TRINITY","Feb",2011,575
"2896","TULARE","Feb",2011,21932
"2897","TUOLUMNE","Feb",2011,2210
"2898","VENTURA","Feb",2011,25931
"2899","YOLO","Feb",2011,7188
"2900","YUBA","Feb",2011,3378
"2901","ALAMEDA","Mar",2011,48702
"2902","ALPINE","Mar",2011,30
"2903","AMADOR","Mar",2011,1393
"2904","BUTTE","Mar",2011,8217
"2905","CALAVERAS","Mar",2011,1914
"2906","COLUSA","Mar",2011,1882
"2907","CONTRA COSTA","Mar",2011,32537
"2908","DEL NORTE","Mar",2011,792
"2909","EL DORADO","Mar",2011,6511
"2910","FRESNO","Mar",2011,45911
"2911","GLENN","Mar",2011,1357
"2912","HUMBOLDT","Mar",2011,3767
"2913","IMPERIAL","Mar",2011,12253
"2914","INYO","Mar",2011,594
"2915","KERN","Mar",2011,34865
"2916","KINGS","Mar",2011,6103
"2917","LAKE","Mar",2011,3007
"2918","LASSEN","Mar",2011,1039
"2919","LOS ANGELES","Mar",2011,278180
"2920","MADERA","Mar",2011,6376
"2921","MARIN","Mar",2011,5121
"2922","MARIPOSA","Mar",2011,789
"2923","MENDOCINO","Mar",2011,2969
"2924","MERCED","Mar",2011,13471
"2925","MODOC","Mar",2011,370
"2926","MONO","Mar",2011,370
"2927","MONTEREY","Mar",2011,20981
"2928","NAPA","Mar",2011,4358
"2929","NEVADA","Mar",2011,3246
"2930","ORANGE","Mar",2011,80845
"2931","PLACER","Mar",2011,11703
"2932","PLUMAS","Mar",2011,1180
"2933","RIVERSIDE","Mar",2011,75881
"2934","SACRAMENTO","Mar",2011,52976
"2935","SAN BENITO","Mar",2011,2829
"2936","SAN BERNARDINO","Mar",2011,69207
"2937","SAN DIEGO","Mar",2011,92623
"2938","SAN FRANCISCO","Mar",2011,24486
"2939","SAN JOAQUIN","Mar",2011,33628
"2940","SAN LUIS OBISPO","Mar",2011,7076
"2941","SAN MATEO","Mar",2011,16488
"2942","SANTA BARBARA","Mar",2011,11004
"2943","SANTA CLARA","Mar",2011,50393
"2944","SANTA CRUZ","Mar",2011,12531
"2945","SHASTA","Mar",2011,8954
"2946","SIERRA","Mar",2011,153
"2947","SISKIYOU","Mar",2011,2278
"2948","SOLANO","Mar",2011,15937
"2949","SONOMA","Mar",2011,15924
"2950","STANISLAUS","Mar",2011,26408
"2951","SUTTER","Mar",2011,5485
"2952","TEHAMA","Mar",2011,2462
